Date UTC;T° (C);P (hPa);HR (%);P.rosée (°C);Visi (km);Vt. moy. (km/h);Vt. raf. (km/h);Vt. dir (°);RR 3h (mm);Neige (cm);Nebul. (octats)
25/05/16 21h00;11.1;1013.6;90;9.5;12;12.964;27.78;60;2;;6
26/05/16 00h00;10.6;1013.8;91;9.2;11;7.408;16.668;50;0;0;7
26/05/16 03h00;9.2;1012.9;94;8.3;12;9.26;14.816;50;0;;4
26/05/16 06h00;9.9;1013.4;96;9.3;8;9.26;14.816;80;0;;6
26/05/16 09h00;16.9;1012.9;70;11.4;10;5.556;11.112;140;0;;6
26/05/16 12h00;18.8;1012.8;70;13.2;15;5.556;18.52;210;0;;7
26/05/16 15h00;14.8;1013.5;81;11.6;15;14.816;20.372;50;;;7
26/05/16 18h00;18.3;1013.1;60;10.4;45;1.852;11.112;350;0;0;
26/05/16 21h00;12.2;1014.5;89;10.4;20;5.556;16.668;350;0;;2
27/05/16 00h00;11.5;1014.8;93;10.4;4.6;3.704;12.964;340;0;0;8
27/05/16 03h00;10.6;1015.1;92;9.4;8;3.704;7.408;310;0;;7
27/05/16 06h00;9.9;1015.6;97;9.4;0.4;7.408;14.816;360;0;;8
27/05/16 09h00;14.7;1015.9;74;10.1;15;9.26;16.668;30;0;;3
27/05/16 12h00;17.3;1015.7;60;9.5;20;9.26;18.52;10;0;;6
27/05/16 15h00;18.1;1015.6;58;9.7;25;12.964;27.78;20;0;;4
27/05/16 18h00;16.3;1015.5;64;9.5;25;14.816;20.372;10;0;;2
27/05/16 21h00;11.3;1016.2;92;10;5;9.26;12.964;30;0;;2
28/05/16 00h00;10;1015.8;97;9.5;0.1;11.112;16.668;40;0;0;8
28/05/16 03h00;9.9;1014.9;98;9.6;1.5;12.964;22.224;50;0;;7
28/05/16 06h00;9.8;1013.9;98;9.5;2;11.112;18.52;50;0;;7
28/05/16 09h00;16.4;1013.2;67;10.3;18;11.112;18.52;40;0;;4
28/05/16 12h00;19.8;1012.1;65;13;25;16.668;27.78;40;0;;2
28/05/16 15h00;19.5;1011.2;65;12.7;25;18.52;31.484;30;0;;3
28/05/16 18h00;16;1011.1;70;10.5;7;16.668;29.632;30;0;;6
28/05/16 21h00;11.6;1011.7;92;10.3;2;14.816;22.224;40;0;;7
29/05/16 00h00;11.3;1011.1;98;11;0.2;14.816;22.224;40;0;0;8
29/05/16 03h00;12;1010.9;98;11.7;0.4;11.112;18.52;50;0;0;8
29/05/16 06h00;11.5;1011.1;96;10.9;2;14.816;20.372;50;0;;7
29/05/16 09h00;15.8;1011.3;76;11.6;10;22.224;31.484;40;0;;7
29/05/16 12h00;17.8;1012.2;63;10.7;12;25.928;37.04;60;0;;7
29/05/16 15h00;17.4;1012.9;62;10;12;18.52;31.484;20;0;;7
29/05/16 18h00;16.5;1013.8;58;8.2;20;20.372;33.336;30;0;;7
29/05/16 21h00;12.2;1015.3;83;9.4;8;7.408;18.52;10;0;;5
30/05/16 00h00;10.3;1015.6;92;9.1;1;5.556;9.26;360;0;0;
30/05/16 03h00;11;1015.3;97;10.5;3;7.408;11.112;360;0;;3
30/05/16 06h00;11.3;1016.1;98;11;1.5;9.26;12.964;360;0;;5
30/05/16 09h00;16;1017;74;11.4;10;16.668;29.632;10;0;;6
30/05/16 12h00;17.2;1017.4;66;10.8;15;20.372;33.336;10;0;;6
30/05/16 15h00;17.8;1018.1;61;10.2;18;18.52;35.188;10;0;0;
30/05/16 18h00;16.9;1018.6;67;10.7;12;14.816;29.632;10;0;;6
30/05/16 21h00;13.2;1019.9;88;11.3;7;9.26;14.816;330;0;;6
31/05/16 00h00;11.9;1020.1;94;11;4.4;9.26;12.964;310;0;0;
31/05/16 03h00;11.5;1019.9;94;10.6;7;11.112;18.52;330;0;;6
31/05/16 06h00;12.1;1020.3;96;11.5;6;11.112;16.668;330;0;;6
31/05/16 09h00;17.7;1020.8;61;10.1;18;25.928;40.744;360;0;;2
31/05/16 12h00;18.4;1021;55;9.2;18;29.632;46.3;340;0;;2
31/05/16 15h00;18.5;1020.8;55;9.3;18;33.336;57.412;350;0;;2
31/05/16 18h00;16.6;1021.4;66;10.2;18;29.632;53.708;340;0;;4
31/05/16 21h00;13.5;1022.2;79;9.9;20;20.372;42.596;340;0;;3
01/06/16 00h00;12.9;1022.6;85;10.4;15;14.816;31.484;340;0;0;8
01/06/16 03h00;12.9;1021.7;92;11.6;10;18.52;27.78;350;0;;8
01/06/16 06h00;13;1021.5;93;11.9;10;12.964;22.224;350;0;;8
01/06/16 09h00;14.6;1021.9;85;12.1;10;14.816;25.928;30;0;;8
01/06/16 12h00;14.7;1022.3;84;12;10;22.224;38.892;20;;;8
01/06/16 15h00;14.4;1022;84;11.7;10;20.372;33.336;30;0;;8
01/06/16 18h00;13.7;1021.5;86;11.4;10;22.224;37.04;40;0;;8
01/06/16 21h00;13.3;1021.9;88;11.4;6;18.52;27.78;40;0;;8
02/06/16 00h00;12.8;1021.3;94;11.9;3.9;12.964;25.928;40;0;0;8
02/06/16 03h00;12.5;1020;97;12;1.2;18.52;29.632;30;0;;8
02/06/16 06h00;12.6;1019.4;94;11.7;3.2;18.52;35.188;50;0;;8
02/06/16 09h00;13.4;1019.2;88;11.5;8;24.076;35.188;40;0;;8
02/06/16 12h00;15.1;1018.9;79;11.5;14;24.076;38.892;40;0;;7
02/06/16 15h00;15.9;1018.2;74;11.3;16;24.076;35.188;40;0;;7
02/06/16 18h00;14.4;1017.7;78;10.6;12;20.372;35.188;40;0;;6
02/06/16 21h00;11.6;1018.1;89;9.8;8;12.964;24.076;50;0;;5
03/06/16 00h00;12.1;1017.4;88;10.2;0;12.964;25.928;70;0;;
03/06/16 03h00;11.6;1016.4;87;9.5;9;22.224;29.632;70;0;;8
03/06/16 06h00;11.9;1016.2;85;9.5;12;14.816;24.076;80;0;;8
03/06/16 09h00;12.8;1016.4;83;10;12;11.112;20.372;70;0;;8
03/06/16 12h00;14.4;1015.9;77;10.4;15;16.668;27.78;60;0;;8
03/06/16 15h00;15.9;1015.1;76;11.7;11;18.52;27.78;40;0;0;8
03/06/16 18h00;14.5;1014.9;80;11.1;10;16.668;24.076;50;0;;8
03/06/16 21h00;12.9;1015.9;86;10.6;10;12.964;18.52;50;0;;7
04/06/16 00h00;12.3;1016.4;88;10.4;7;12.964;18.52;60;0;0;8
04/06/16 03h00;12;1016.2;89;10.2;7;7.408;11.112;70;0;;8
04/06/16 06h00;12.2;1016.6;91;10.8;7;7.408;14.816;60;0;0;8
04/06/16 09h00;14.8;1017.3;82;11.8;17;9.26;12.964;40;0;;8
04/06/16 12h00;15.7;1017.9;79;12.1;14;9.26;22.224;30;0;;8
04/06/16 15h00;17.2;1017.7;72;12.1;19;7.408;12.964;10;0;0;8
04/06/16 18h00;15.1;1017.8;75;10.7;40;9.26;16.668;20;0;0;8
04/06/16 21h00;13.9;1019.2;81;10.7;40;3.704;9.26;40;0;0;8
05/06/16 00h00;13.6;1019.2;86;11.3;13;1.852;5.556;70;0;0;8
05/06/16 03h00;13.5;1018.8;89;11.7;11;0;3.704;0;0;0;8
05/06/16 06h00;13.9;1019.4;88;11.9;9;3.704;5.556;110;0;;8
05/06/16 09h00;17.7;1019.8;66;11.3;20;3.704;11.112;20;0;;8
05/06/16 12h00;20.1;1019.6;61;12.3;18;7.408;12.964;50;0;;6
05/06/16 15h00;20.5;1019.2;59;12.2;20;12.964;25.928;10;0;;5
05/06/16 18h00;18.3;1019.6;63;11.1;25;14.816;24.076;30;0;;5
05/06/16 21h00;14.1;1020.4;77;10.1;40;11.112;16.668;40;0;0;
06/06/16 00h00;12.7;1019.5;78;9;19;9.26;20.372;50;0;0;
06/06/16 03h00;12.9;1018.6;86;10.6;20;5.556;7.408;50;0;;7
06/06/16 06h00;15.5;1018.5;86;13.2;6;11.112;14.816;170;0;;8
06/06/16 09h00;20.1;1018.5;69;14.2;12;11.112;16.668;160;0;;4
06/06/16 12h00;21.6;1018.9;62;14;15;11.112;20.372;190;0;;7
06/06/16 15h00;22.3;1019.2;61;14.4;15;12.964;20.372;200;0;;6
06/06/16 18h00;18.7;1020.2;75;14.2;15;12.964;24.076;250;0;;7
06/06/16 21h00;16.8;1021.1;87;14.6;6;5.556;9.26;350;0;;8
07/06/16 00h00;16.2;1022;90;14.6;0;3.704;5.556;230;0;;
07/06/16 03h00;13.7;1022.5;95;12.9;0.5;3.704;5.556;340;0;;8
07/06/16 06h00;13.4;1023.5;98;13.1;0.1;1.852;7.408;40;0;;8
07/06/16 09h00;18.3;1024.2;70;12.7;18;5.556;11.112;330;0;0;
07/06/16 12h00;20.8;1024.8;60;12.7;15;7.408;18.52;340;0;;7
07/06/16 15h00;21.1;1024.7;60;13;25;14.816;27.78;350;0;;4
07/06/16 18h00;17.7;1025.2;68;11.7;15;14.816;24.076;350;0;;2
07/06/16 21h00;13.6;1026;89;11.8;6;9.26;12.964;20;0;;2
08/06/16 00h00;11.7;1025.9;97;11.2;0.1;11.112;16.668;20;0;0;8
08/06/16 03h00;12.2;1025.1;98;11.9;0.2;9.26;18.52;40;0;;8
08/06/16 06h00;12.5;1025.1;98;12.2;0.3;5.556;12.964;30;0;;8
08/06/16 09h00;16.4;1025;83;13.5;10;11.112;16.668;20;0;;5
08/06/16 12h00;21.1;1024.1;68;15;18;11.112;20.372;40;0;;1
08/06/16 15h00;21.2;1023.3;64;14.1;20;18.52;25.928;20;0;;1
08/06/16 18h00;20.1;1022.6;66;13.5;15;12.964;24.076;20;0;;1
08/06/16 21h00;15.3;1023;81;12.1;15;5.556;14.816;20;0;;3
09/06/16 00h00;13;1022.4;90;11.4;5;9.26;12.964;60;0;0;
09/06/16 03h00;11.5;1021.2;93;10.4;1.2;1.852;11.112;10;0;;5
09/06/16 06h00;13.9;1020.3;96;13.3;4;0;9.26;0;0;;6
09/06/16 09h00;20.8;1019.4;71;15.3;10;12.964;18.52;150;0;;7
09/06/16 12h00;24.7;1018.7;54;14.8;15;14.816;24.076;210;0;;6
09/06/16 15h00;23.9;1016.9;61;15.9;15;14.816;27.78;330;0;0;7
09/06/16 18h00;21.9;1016.2;64;14.8;20;7.408;12.964;320;0;;8
09/06/16 21h00;18.7;1015.4;80;15.2;20;7.408;9.26;40;0;;8
10/06/16 00h00;18;1014.2;81;14.7;15;5.556;7.408;150;0;0;7
10/06/16 03h00;16.9;1012.4;87;14.7;15;5.556;11.112;230;0;;8
10/06/16 06h00;16.9;1012.6;88;14.9;6;9.26;14.816;50;;;8
10/06/16 09h00;16.8;1012.4;93;15.7;2.2;0;5.556;0;4;;8
10/06/16 12h00;16.6;1011.8;91;15.1;10;11.112;16.668;320;5;;8
10/06/16 15h00;18.1;1010.8;83;15.2;10;7.408;12.964;360;0;;8
10/06/16 18h00;16.3;1010.6;87;14.1;15;11.112;27.78;320;0;;8
10/06/16 21h00;15.2;1011.1;93;14.1;15;7.408;16.668;320;0;;8
11/06/16 00h00;14.7;1011.1;95;13.9;4.8;9.26;16.668;320;0;0;8
11/06/16 03h00;14.7;1010.8;95;13.9;6;7.408;18.52;310;0;;8
11/06/16 06h00;14.9;1011.9;93;13.8;3.1;7.408;12.964;300;0;0;8
11/06/16 09h00;15.4;1012.9;88;13.4;1.4;16.668;31.484;290;0;0;8
11/06/16 12h00;16.6;1013.7;77;12.5;19;18.52;25.928;270;0;0;8
11/06/16 15h00;19.2;1013.4;56;10.2;19;20.372;31.484;240;0;0;
11/06/16 18h00;15.6;1013;85;13.1;45;20.372;31.484;210;0;0;8
11/06/16 21h00;14.9;1012.7;96;14.3;4.9;18.52;29.632;190;0;0;8
12/06/16 00h00;15.2;1011.9;98;14.9;5;18.52;37.04;240;3;0;8
12/06/16 03h00;15;1010.7;97;14.5;9;16.668;31.484;250;0;0;8
12/06/16 06h00;15;1010.9;97;14.5;10;14.816;29.632;250;0;;8
12/06/16 09h00;15.5;1011.1;97;15;5;22.224;33.336;240;0;;8
12/06/16 12h00;17.3;1011.5;87;15.1;16;16.668;29.632;280;0;;8
12/06/16 15h00;18.5;1011.4;74;13.8;25;22.224;37.04;280;0;;7
12/06/16 18h00;15.7;1011;82;12.6;15;16.668;29.632;260;0;;7
12/06/16 21h00;14.6;1011.2;92;13.3;10;11.112;20.372;270;;;7
13/06/16 00h00;13.6;1010.7;95;12.8;9;12.964;22.224;250;0;0;8
13/06/16 03h00;12.7;1009;96;12.1;10;3.704;11.112;210;0;;7
13/06/16 06h00;14.2;1006.7;94;13.2;10;11.112;14.816;190;0;0;8
13/06/16 09h00;15.2;1005.2;95;14.4;7;16.668;27.78;180;;0;8
13/06/16 12h00;16.9;1004.9;94;15.9;5;22.224;38.892;300;3;0;8
13/06/16 15h00;16.7;1006.4;69;11;24;31.484;57.412;300;0;0;7
13/06/16 18h00;15.7;1007.6;74;11.1;20;22.224;46.3;290;0;;8
13/06/16 21h00;14;1008.3;89;12.2;16;16.668;35.188;270;0;0;8
14/06/16 00h00;13.2;1007.5;88;11.3;14;14.816;31.484;260;;0;8
14/06/16 03h00;12;1005.3;91;10.6;15;9.26;20.372;240;0;0;7
14/06/16 06h00;13.3;1003.4;94;12.4;15;20.372;38.892;240;1;;7
14/06/16 09h00;14.4;1002.9;82;11.4;15;14.816;29.632;270;;;8
14/06/16 12h00;16.4;1001.9;76;12.2;15;24.076;38.892;260;1;;7
14/06/16 15h00;13.8;1001.1;89;12;15;14.816;35.188;220;0;;7
14/06/16 18h00;15.4;1000;69;9.7;15;16.668;27.78;300;0;;7
14/06/16 21h00;11.8;1000.9;88;9.9;30;7.408;14.816;290;0;;7
15/06/16 00h00;11;1000.5;94;10.1;16;9.26;14.816;240;0;0;
15/06/16 03h00;10.3;999.4;97;9.8;10;9.26;12.964;230;0;;3
15/06/16 06h00;12.4;999.6;92;11.1;12;9.26;14.816;240;0;;6
15/06/16 09h00;16.4;999.9;68;10.5;20;12.964;29.632;260;0;;6
15/06/16 12h00;16.6;1000.2;64;9.8;20;12.964;27.78;260;0;;6
15/06/16 15h00;18.3;999.8;59;10.1;20;14.816;29.632;270;0;;6
15/06/16 18h00;16.9;1000.3;62;9.6;20;14.816;29.632;290;0;;6
15/06/16 21h00;12;1001.7;88;10.1;18;3.704;12.964;240;0;;4
16/06/16 00h00;10.8;1002;98;10.5;12;5.556;7.408;230;0;0;
16/06/16 03h00;10;1001.4;97;9.5;12;5.556;9.26;250;0;;4
16/06/16 06h00;12.5;1001.9;97;12;15;5.556;7.408;190;0;;7
16/06/16 09h00;14.6;1002.9;90;13;15;3.704;12.964;260;0;;6
16/06/16 12h00;15.7;1003.6;82;12.6;20;11.112;16.668;180;0;;6
16/06/16 15h00;18.7;1003.9;64;11.7;20;18.52;31.484;320;0;;4
16/06/16 18h00;17;1005;70;11.5;30;18.52;29.632;310;0;;3
16/06/16 21h00;14.6;1006.6;89;12.8;14;11.112;18.52;310;0;;7
17/06/16 00h00;13.1;1007.5;93;12;12;5.556;14.816;290;0;0;7
17/06/16 03h00;13;1007.2;96;12.4;3;14.816;27.78;320;2;;7
17/06/16 06h00;13.2;1008.7;90;11.6;15;12.964;25.928;330;0;;7
17/06/16 09h00;12.3;1010.8;93;11.2;10;18.52;35.188;350;1;;6
17/06/16 12h00;15.7;1012.1;60;8;20;22.224;37.04;340;;;6
17/06/16 15h00;16.8;1013.2;59;8.7;20;22.224;35.188;310;0;;6
17/06/16 18h00;12.9;1015.1;96;12.3;7;18.52;35.188;320;2;;8
17/06/16 21h00;13.2;1017.3;89;11.4;10;14.816;31.484;330;;;8
18/06/16 00h00;13.4;1018.8;87;11.3;35;12.964;25.928;320;0;0;8
18/06/16 03h00;13.2;1019.5;87;11.1;10;11.112;18.52;310;0;;7
18/06/16 06h00;13.5;1021;87;11.4;20;11.112;18.52;320;0;;7
18/06/16 09h00;16.7;1022.7;66;10.3;20;16.668;27.78;330;0;;6
18/06/16 12h00;17;1024;62;9.7;20;16.668;25.928;330;0;;7
18/06/16 15h00;17.7;1025.2;54;8.3;20;18.52;29.632;320;0;;7
18/06/16 18h00;15.7;1026;70;10.2;50;16.668;24.076;300;0;;7
18/06/16 21h00;13;1027.2;84;10.4;50;5.556;12.964;290;0;;7
19/06/16 00h00;12.2;1027.5;88;10.3;40;5.556;9.26;250;0;0;8
19/06/16 03h00;13.4;1027.1;93;12.3;12;5.556;12.964;260;0;;8
19/06/16 06h00;13.9;1027.4;93;12.8;15;7.408;12.964;250;0;;7
19/06/16 09h00;15.7;1027.5;87;13.5;18;14.816;24.076;240;;0;8
19/06/16 12h00;16.7;1027.4;84;14;12;18.52;29.632;230;0;;7
19/06/16 15h00;16.6;1026.3;87;14.4;12;25.928;40.744;230;;;7
19/06/16 18h00;15.4;1025.4;94;14.4;19;20.372;33.336;230;;0;8
19/06/16 21h00;14.7;1024.6;96;14.1;17;20.372;37.04;220;0;0;8
20/06/16 00h00;14.6;1022.7;98;14.3;2.7;27.78;46.3;210;1;0;8
20/06/16 03h00;14.6;1020.4;98;14.3;4.2;27.78;48.152;210;4;0;8
20/06/16 06h00;15;1018.5;99;14.8;2;29.632;51.856;210;7;;8
20/06/16 09h00;15.7;1017.7;98;15.4;3.8;29.632;50.004;230;6;;8
20/06/16 12h00;16.5;1017.7;97;16;10;22.224;42.596;250;4;;8
20/06/16 15h00;16.6;1017.5;96;16;9;20.372;33.336;250;0;;8
20/06/16 18h00;15.9;1017.7;97;15.4;1.7;14.816;27.78;260;0;;8
20/06/16 21h00;15.3;1018.5;98;15;1.5;12.964;22.224;260;0;;8
21/06/16 00h00;15.2;1018.4;99;15;0.3;9.26;18.52;240;;0;8
21/06/16 03h00;14.7;1018.1;100;14.7;0.3;14.816;25.928;230;0;;8
21/06/16 06h00;15;1018.5;100;15;0.7;11.112;18.52;240;0;;8
21/06/16 09h00;15.9;1019.2;94;14.9;15;14.816;22.224;220;0;;8
21/06/16 12h00;18.5;1019.5;81;15.2;25;16.668;24.076;200;0;;6
21/06/16 15h00;19.4;1019.2;75;14.9;17;14.816;27.78;220;0;;7
21/06/16 18h00;18.2;1018.5;85;15.6;20;14.816;22.224;200;0;;7
21/06/16 21h00;16.8;1018.9;98;16.5;3.5;16.668;29.632;190;1;;8
22/06/16 00h00;16.3;1018.7;100;16.3;0.1;18.52;27.78;190;0;0;8
22/06/16 03h00;16;1018.3;100;16;1;16.668;29.632;200;0;;8
22/06/16 06h00;16;1018.2;100;16;0.3;12.964;20.372;200;0;;8
22/06/16 09h00;17.1;1018.6;97;16.6;15;12.964;24.076;190;0;;8
22/06/16 12h00;19.6;1018.5;87;17.4;10;7.408;16.668;210;0;;8
22/06/16 15h00;21.7;1017.6;81;18.3;20;12.964;18.52;340;0;;7
22/06/16 18h00;16.9;1017.1;94;15.9;8;12.964;22.224;20;0;;8
22/06/16 21h00;16.3;1017.3;96;15.7;9;11.112;18.52;20;0;0;8
23/06/16 00h00;15.5;1016.7;98;15.2;0.4;12.964;20.372;360;2;0;8
23/06/16 03h00;15.3;1015.9;100;15.3;0.2;14.816;25.928;10;;;8
23/06/16 06h00;15.3;1016.5;99;15.1;1.2;14.816;27.78;20;0;;8
23/06/16 09h00;15.2;1017.6;96;14.6;4;12.964;27.78;20;0;;7
23/06/16 12h00;15.9;1018.7;90;14.3;12;12.964;24.076;350;0;;7
23/06/16 15h00;17.3;1019;71;12;20;14.816;25.928;360;0;;7
23/06/16 18h00;16.5;1020.1;74;11.8;45;12.964;24.076;340;0;0;7
23/06/16 21h00;13.3;1021.8;88;11.4;30;5.556;9.26;290;0;;5
24/06/16 00h00;11.3;1022.2;94;10.4;13;5.556;9.26;270;0;0;
24/06/16 03h00;13.2;1021.6;90;11.6;17;5.556;9.26;260;0;0;8
24/06/16 06h00;14.2;1021.8;83;11.4;20;7.408;12.964;240;0;;7
24/06/16 09h00;16.5;1022.1;74;11.8;50;18.52;33.336;240;0;0;8
24/06/16 12h00;17.9;1022.1;68;11.9;50;22.224;35.188;250;0;0;8
24/06/16 15h00;18.1;1021.3;64;11.2;55;16.668;27.78;260;0;0;8
24/06/16 18h00;16.2;1021.3;73;11.4;20;18.52;29.632;280;0;;7
24/06/16 21h00;14;1022.1;87;11.9;20;7.408;11.112;280;0;;7
25/06/16 00h00;13.2;1021.7;89;11.4;40;5.556;9.26;270;0;0;8
25/06/16 03h00;12.5;1021.2;90;10.9;20;7.408;14.816;300;0;;5
25/06/16 06h00;13.3;1021.5;85;10.8;14;9.26;14.816;290;0;;3
25/06/16 09h00;16;1022.1;68;10.1;20;18.52;31.484;330;0;;5
25/06/16 12h00;17.8;1022.3;60;9.9;25;18.52;35.188;310;0;;5
25/06/16 15h00;17.6;1022.5;68;11.6;20;25.928;40.744;320;0;;7
25/06/16 18h00;16.6;1022.9;72;11.5;19;22.224;35.188;320;0;0;
25/06/16 21h00;13;1023.7;88;11.1;20;7.408;18.52;300;0;;1
26/06/16 00h00;13.2;1023.8;88;11.3;16;5.556;11.112;280;0;0;8
26/06/16 03h00;10.8;1023.2;99;10.6;15;5.556;7.408;280;0;;7
26/06/16 06h00;13.7;1023.5;87;11.6;19;3.704;7.408;280;0;0;6
26/06/16 09h00;15.8;1023.8;71;10.5;20;12.964;20.372;280;0;;7
26/06/16 12h00;18.8;1023.6;58;10.4;30;14.816;31.484;270;0;;7
26/06/16 15h00;15.5;1023.7;85;13;18;18.52;33.336;240;0;;8
26/06/16 18h00;15.4;1022.5;94;14.4;4.5;18.52;29.632;250;0;;8
26/06/16 21h00;15.1;1022.9;98;14.8;2.5;14.816;25.928;250;0;;8
26/06/16 00h00;13.2;1023.8;88;11.3;16;5.556;11.112;280;0;0;8
26/06/16 03h00;10.8;1023.2;99;10.6;15;5.556;7.408;280;0;;7
26/06/16 06h00;13.7;1023.5;87;11.6;19;3.704;7.408;280;0;0;6
26/06/16 09h00;15.8;1023.8;71;10.5;20;12.964;20.372;280;0;;7
26/06/16 12h00;18.8;1023.6;58;10.4;30;14.816;31.484;270;0;;7
26/06/16 15h00;15.5;1023.7;85;13;18;18.52;33.336;240;0;;8
26/06/16 18h00;15.4;1022.5;94;14.4;4.5;18.52;29.632;250;0;;8
26/06/16 21h00;15.1;1022.9;98;14.8;2.5;14.816;25.928;250;0;;8
27/06/16 00h00;15.4;1022.4;99;15.2;1.6;12.964;25.928;260;0;0;8
27/06/16 03h00;14;1021.9;97;13.5;6;11.112;31.484;260;0;;8
27/06/16 06h00;14.8;1022;99;14.6;3;9.26;18.52;280;1;;8
27/06/16 09h00;15.9;1023.1;86;13.6;25;11.112;25.928;320;0;;7
27/06/16 12h00;18;1022.9;67;11.8;25;14.816;24.076;350;0;;6
27/06/16 15h00;18.8;1022.9;64;11.8;20;14.816;24.076;340;0;;6
27/06/16 18h00;17;1022.6;65;10.4;19;11.112;22.224;330;0;;7
27/06/16 21h00;14.2;1022.9;88;12.2;17;7.408;14.816;290;0;;6
28/06/16 00h00;12.7;1022.1;95;11.9;10;5.556;7.408;260;0;0;8
28/06/16 03h00;12.5;1020.7;96;11.9;15;5.556;7.408;200;0;;7
28/06/16 06h00;13.9;1019.4;92;12.6;17;7.408;16.668;170;0;;7
28/06/16 09h00;16.2;1017.9;73;11.4;20;22.224;33.336;210;0;;7
28/06/16 12h00;16.9;1016.5;71;11.6;20;33.336;51.856;220;0;;8
28/06/16 15h00;15.5;1015.3;97;15;2;24.076;42.596;240;2;;8
28/06/16 18h00;16.3;1015.7;78;12.5;30;16.668;35.188;280;0;;6
28/06/16 21h00;12.5;1017;90;10.9;30;7.408;16.668;260;0;;6
29/06/16 00h00;11.9;1017.2;96;11.3;13;7.408;11.112;220;0;0;8
29/06/16 03h00;12.5;1015.6;90;10.9;20;14.816;20.372;230;0;;5
29/06/16 06h00;13.8;1014.9;88;11.8;20;22.224;31.484;230;0;;8
29/06/16 09h00;14.3;1014.3;91;12.8;8;29.632;44.448;220;0;;8
29/06/16 12h00;14.9;1013.1;93;13.8;14;29.632;48.152;220;1;;8
29/06/16 15h00;14.5;1012.4;94;13.5;6;29.632;51.856;220;1;;8
29/06/16 18h00;14.9;1011.6;93;13.8;15;18.52;31.484;230;1;;8
29/06/16 21h00;15;1011.7;99;14.8;2;25.928;37.04;220;0;;8
30/06/16 00h00;15.1;1011.4;98;14.8;6;22.224;37.04;240;1;0;8
30/06/16 03h00;14.9;1011.6;97;14.4;10;16.668;35.188;240;;;8
30/06/16 06h00;14.8;1012.3;98;14.5;3.5;18.52;27.78;230;0;;8
30/06/16 09h00;15.9;1013.4;94;14.9;15;14.816;25.928;250;0;;8
30/06/16 12h00;16.1;1014.3;92;14.8;13;24.076;38.892;230;0;0;8
30/06/16 15h00;16.9;1014.3;87;14.7;19;24.076;38.892;230;0;0;8
30/06/16 18h00;15.9;1014.5;93;14.8;13;24.076;40.744;230;0;0;8
30/06/16 21h00;15;1014.9;95;14.2;12;24.076;37.04;230;0;0;8
01/07/16 00h00;14.9;1014.9;96;14.3;10;22.224;37.04;230;0;0;8
01/07/16 03h00;14.9;1014;97;14.4;8;20.372;33.336;230;0;0;8
01/07/16 06h00;14.7;1013.8;95;13.9;17;20.372;38.892;230;0;0;8
01/07/16 09h00;15.3;1014;95;14.5;2.2;24.076;42.596;240;0;0;8
01/07/16 12h00;16.6;1014.5;77;12.5;19;22.224;37.04;260;1;0;8
01/07/16 15h00;16.7;1015;69;11;55;27.78;46.3;270;;0;8
01/07/16 18h00;15.7;1015.5;69;10;45;22.224;44.448;280;0;0;8
01/07/16 21h00;13.1;1017;80;9.7;45;9.26;22.224;260;;0;8
02/07/16 00h00;12.4;1017.5;85;9.9;40;11.112;20.372;240;0;0;8
02/07/16 03h00;10.9;1017.9;91;9.5;35;9.26;20.372;250;0;0;
02/07/16 06h00;12.7;1018.5;87;10.6;19;12.964;18.52;240;0;0;8
02/07/16 09h00;15.7;1020;75;11.3;45;24.076;37.04;270;;0;8
02/07/16 12h00;14.6;1021;73;9.8;50;24.076;37.04;300;0;0;8
02/07/16 15h00;16.9;1021.2;69;11.2;40;20.372;37.04;270;0;0;8
02/07/16 18h00;16;1021.5;70;10.5;50;16.668;35.188;260;0;0;8
02/07/16 21h00;13.8;1021.5;80;10.4;55;14.816;24.076;230;0;0;8
03/07/16 00h00;13.4;1020.9;88;11.5;15;24.076;37.04;220;;0;8
03/07/16 03h00;13.4;1018.5;99;13.2;3.5;25.928;42.596;200;4;0;8
03/07/16 06h00;15.1;1018.1;98;14.8;5;18.52;33.336;250;3;0;8
03/07/16 09h00;16.5;1019;87;14.3;45;20.372;38.892;270;0;0;8
03/07/16 12h00;18.2;1020.3;76;13.9;19;22.224;38.892;310;0;0;8
03/07/16 15h00;18;1021.1;73;13.1;25;11.112;25.928;310;0;0;7
03/07/16 18h00;18;1021.3;72;12.9;60;9.26;24.076;260;0;0;
03/07/16 21h00;15.7;1021.8;87;13.5;40;5.556;12.964;250;0;0;8
04/07/16 00h00;15.3;1021.9;97;14.8;12;7.408;11.112;270;0;0;8
04/07/16 03h00;14.8;1021.3;97;14.3;8;5.556;11.112;250;0;0;8
04/07/16 06h00;15;1021.4;95;14.2;19;11.112;14.816;240;0;0;8
04/07/16 09h00;15.8;1021.5;96;15.2;5;16.668;22.224;230;0;0;8
04/07/16 12h00;17;1021.3;95;16.2;7;14.816;24.076;220;0;0;8
04/07/16 15h00;17.6;1020.8;86;15.2;35;16.668;27.78;240;0;0;8
04/07/16 18h00;16.5;1020.7;87;14.3;55;9.26;20.372;260;0;0;8
04/07/16 21h00;15.5;1021.2;90;13.9;40;11.112;20.372;270;0;0;8
05/07/16 00h00;14.9;1021;98;14.6;5;9.26;16.668;250;0;0;8
05/07/16 03h00;14.8;1020.5;98;14.5;2.8;11.112;20.372;280;0;0;8
